candidate_id,candidate_party,candidate_last_name,rounded_net_receipts,contributor_state
P20003984,GRE,Stein,0.0,AK
P60007697,REP,Graham,0.0,MO
P60009685,DEM,Lessig,0.0,NC
P60008398,REP,Jindal,0.0,OK
P00003392,DEM,Clinton,0.0,AS
P00000002,DEM,Democrats,0.0,AS
P60008059,REP,Bush,0.0,SD
P60008398,REP,Jindal,0.0,CO
P60008521,REP,Christie,0.0,UT
P20002721,REP,Santorum,0.0,NE
P20002671,LIB,Johnson,0.0,MT
P20003281,REP,Perry,0.0,WA
P20002721,REP,Santorum,0.0,MO
P20003984,GRE,Stein,0.0,AR
P60022654,IND,McMullin,0.0,MO
P60006046,REP,Walker,0.0,DE
P20003984,GRE,Stein,0.0,RI
P60008059,REP,Bush,0.0,HI
P60005915,REP,Carson,0.0,AP
P60007572,REP,Pataki,0.0,MA
P80003478,REP,Huckabee,0.0,OR
P60022654,IND,McMullin,0.0,WI
P20002671,LIB,Johnson,0.0,MS
P60008521,REP,Christie,0.0,DE
P60008398,REP,Jindal,0.0,IA
P80003379,REP,Gilmore,0.0,WA
P80003379,REP,Gilmore,0.0,NY
P80003478,REP,Huckabee,0.0,CT
P60007168,DEM,Sanders,0.0,GU
P60022654,IND,McMullin,0.0,IL
P80001571,REP,Trump,0.0,AE
P60008398,REP,Jindal,0.0,NJ
P60008398,REP,Jindal,0.0,WA
P60008521,REP,Christie,0.0,OH
P60009685,DEM,Lessig,0.0,WI
P60008885,DEM,Webb,0.0,NJ
P60007572,REP,Pataki,0.0,TX
P60022654,IND,McMullin,0.0,GA
P60007242,REP,Fiorina,0.0,RI
P60007671,DEM,O'Malley,0.0,DE
P60008885,DEM,Webb,0.0,MO
P20002671,LIB,Johnson,0.0,ZZ
P20002721,REP,Santorum,0.0,CT
P80003478,REP,Huckabee,0.0,NE
P60006046,REP,Walker,0.0,MT
P60007697,REP,Graham,0.0,WY
P60008521,REP,Christie,0.0,KY
P60008398,REP,Jindal,0.0,IL
P60006046,REP,Walker,0.0,WV
P20003281,REP,Perry,0.0,NJ
P60007572,REP,Pataki,0.0,NH
P00000003,REP,Republicans,0.0,AS
P00000001,,All candidates,0.0,QC
P00000002,DEM,Democrats,0.0,QC
P60007572,REP,Pataki,0.0,OR
P20003984,GRE,Stein,0.0,ZZ
P60006046,REP,Walker,0.0,RI
P80003478,REP,Huckabee,0.0,NM
P60022654,IND,McMullin,0.0,OH
P20002671,LIB,Johnson,0.0,WV
P20003984,GRE,Stein,0.0,AL
P60007697,REP,Graham,0.0,IA
P20003984,GRE,Stein,0.0,LA
P60007572,REP,Pataki,0.0,MN
P60007671,DEM,O'Malley,0.0,NM
P60008885,DEM,Webb,0.0,PA
P60022654,IND,McMullin,0.0,NJ
P80003478,REP,Huckabee,0.0,SD
P80001571,REP,Trump,0.0,AS
P60008885,DEM,Webb,0.0,MI
P60007242,REP,Fiorina,0.0,FF
P60007242,REP,Fiorina,0.0,ND
P40003576,REP,Paul,0.0,PR
P60006723,REP,Rubio,0.0,AE
P40003576,REP,Paul,0.0,AP
P60006111,REP,Cruz,0.0,GU
P60007697,REP,Graham,0.0,OK
P60009685,DEM,Lessig,0.0,SC
P60022654,IND,McMullin,0.0,NV
P60007242,REP,Fiorina,0.0,VT
P60022654,IND,McMullin,0.0,SC
P60005915,REP,Carson,0.0,VI
P60008521,REP,Christie,0.0,WA
P20002721,REP,Santorum,0.0,NC
P60007572,REP,Pataki,0.0,DC
P60007572,REP,Pataki,0.0,IL
P60006723,REP,Rubio,0.0,VI
P40003576,REP,Paul,0.0,AE
P60022654,IND,McMullin,0.0,KY
P00000003,REP,Republicans,0.0,MP
P20003984,GRE,Stein,0.0,DE
P60009685,DEM,Lessig,0.0,OH
P60007572,REP,Pataki,0.0,NV
P60008885,DEM,Webb,0.0,NV
P60007572,REP,Pataki,0.0,MD
P60007242,REP,Fiorina,0.0,WV
P60007697,REP,Graham,0.0,MN
P60008398,REP,Jindal,0.0,AR
P00000002,DEM,Democrats,0.0,AB
P00003392,DEM,Clinton,0.0,AB
P00000001,,All candidates,0.0,AB
P60005915,REP,Carson,0.0,GU
P20002671,LIB,Johnson,0.0,DE
P60009685,DEM,Lessig,0.0,IN
P60022654,IND,McMullin,0.0,MT
P20002721,REP,Santorum,0.0,KS
P60008885,DEM,Webb,0.0,GA
P00003392,DEM,Clinton,0.0,QC
P60009685,DEM,Lessig,0.0,HI
P20003281,REP,Perry,0.0,PA
P60008059,REP,Bush,0.0,VI
P60008521,REP,Christie,0.0,LA
P60008521,REP,Christie,0.0,MS
P00000001,,All candidates,0.0,SI
P60022654,IND,McMullin,0.0,NM
P60008521,REP,Christie,0.0,AL
P20002671,LIB,Johnson,0.0,RI
P60007697,REP,Graham,0.0,KY
P60009685,DEM,Lessig,0.0,GA
P60022654,IND,McMullin,0.0,AK
P60008885,DEM,Webb,0.0,TN
P60008885,DEM,Webb,0.0,IA
P60008398,REP,Jindal,0.0,GA
P60008885,DEM,Webb,0.0,NH
P60006111,REP,Cruz,0.0,VI
P80003478,REP,Huckabee,0.0,WI
P60009685,DEM,Lessig,0.0,MN
P20002671,LIB,Johnson,0.0,AE
P60008885,DEM,Webb,0.0,WY
P00000003,REP,Republicans,0.0,BC
P60005915,REP,Carson,0.0,BC
P60009685,DEM,Lessig,0.0,MI
P60008398,REP,Jindal,0.0,IN
P60007697,REP,Graham,0.0,KS
P60022654,IND,McMullin,0.0,PA
P60008398,REP,Jindal,0.0,OH
P00000002,DEM,Democrats,0.0,NS
P00000001,,All candidates,0.0,NS
P60008521,REP,Christie,0.0,MT
P60008885,DEM,Webb,0.0,MN
P40003576,REP,Paul,0.0,RI
P60007671,DEM,O'Malley,0.0,KS
P20003281,REP,Perry,0.0,MO
P60006046,REP,Walker,0.0,MS
P80003478,REP,Huckabee,0.0,WY
P20003281,REP,Perry,0.0,OH
P80001571,REP,Trump,0.0,AP
P60009685,DEM,Lessig,0.0,NV
P60008521,REP,Christie,0.0,ID
P60008521,REP,Christie,0.0,NE
P20003281,REP,Perry,0.0,CT
P20002671,LIB,Johnson,0.0,AP
P60022654,IND,McMullin,0.0,KS
P60007242,REP,Fiorina,0.0,PR
P60007671,DEM,O'Malley,0.0,AL
P60009685,DEM,Lessig,0.0,NH
P20003281,REP,Perry,0.0,OR
P20003281,REP,Perry,0.0,ID
P20002671,LIB,Johnson,0.0,SD
P60007697,REP,Graham,0.0,RI
P60008398,REP,Jindal,0.0,AL
P60007572,REP,Pataki,0.0,PR
P20002721,REP,Santorum,0.0,MI
P60022654,IND,McMullin,0.0,TN
P80003379,REP,Gilmore,0.0,MA
P60003670,REP,Kasich,0.0,VI
P60008398,REP,Jindal,0.0,CT
P60008521,REP,Christie,0.0,PR
P60007671,DEM,O'Malley,0.0,AE
P00000001,,All candidates,0.0,C
P60007671,DEM,O'Malley,0.0,UT
P60008521,REP,Christie,0.0,C
P00000003,REP,Republicans,0.0,C
P60008059,REP,Bush,0.0,GU
P60007168,DEM,Sanders,0.0,HO
P00000002,DEM,Democrats,0.0,HO
P00000001,,All candidates,0.0,HO
P80003379,REP,Gilmore,0.0,AZ
P60007671,DEM,O'Malley,0.0,AP
P60007697,REP,Graham,0.0,VI
P60006723,REP,Rubio,0.0,SI
P00000003,REP,Republicans,0.0,SI
P80003379,REP,Gilmore,0.0,WY
P80003379,REP,Gilmore,0.0,MD
P60009685,DEM,Lessig,0.0,MO
P20003984,GRE,Stein,0.0,WY
P60008885,DEM,Webb,0.0,OH
P20003984,GRE,Stein,0.0,ID
P60006723,REP,Rubio,0.0,MP
P00003392,DEM,Clinton,0.0,NS
P60008521,REP,Christie,0.0,WV
P80003379,REP,Gilmore,0.0,OK
P60007671,DEM,O'Malley,0.0,OK
P60005915,REP,Carson,0.0,FF
P80003478,REP,Huckabee,0.0,ID
P60006046,REP,Walker,0.0,AK
P00000003,REP,Republicans,0.0,AA
P20002671,LIB,Johnson,0.0,ND
P60007697,REP,Graham,0.0,AL
P20002721,REP,Santorum,0.0,DC
P60022654,IND,McMullin,0.0,OK
P60005915,REP,Carson,0.0,AE
P60008885,DEM,Webb,0.0,ME
P60022654,IND,McMullin,0.0,IA
P20003984,GRE,Stein,0.0,AE
P60008521,REP,Christie,0.0,OK
P60008398,REP,Jindal,0.0,SC
P60007168,DEM,Sanders,0.0,BC
P60022654,IND,McMullin,0.0,HI
P60008885,DEM,Webb,0.0,SC
P60008885,DEM,Webb,0.0,WV
P60022654,IND,McMullin,0.0,LA
P60022654,IND,McMullin,0.0,AR
P00000003,REP,Republicans,0.0,IS
P00000001,,All candidates,0.0,IS
P60009685,DEM,Lessig,0.0,TN
P60006111,REP,Cruz,0.0,PR
P60022654,IND,McMullin,0.0,ME
P80003478,REP,Huckabee,0.0,AK
P60022654,IND,McMullin,0.0,AL
P20003281,REP,Perry,0.0,WI
P60006046,REP,Walker,0.0,VT
P60007671,DEM,O'Malley,0.0,AK
P60022654,IND,McMullin,0.0,NE
P20003984,GRE,Stein,0.0,NE
P60009685,DEM,Lessig,0.0,DE
P60007168,DEM,Sanders,0.0,QC
P20003281,REP,Perry,0.0,NC
P60007168,DEM,Sanders,0.0,MP
P60009685,DEM,Lessig,0.0,VT
P20002721,REP,Santorum,0.0,NH
P60008885,DEM,Webb,0.0,KY
P60008885,DEM,Webb,0.0,NM
P00000003,REP,Republicans,0.0,LO
P60008521,REP,Christie,0.0,VT
P60006723,REP,Rubio,0.0,LO
P20002721,REP,Santorum,0.0,WA
P60009685,DEM,Lessig,0.0,OK
P60008885,DEM,Webb,0.0,AZ
P60005915,REP,Carson,0.0,PR
P00000001,,All candidates,0.0,LO
P60022654,IND,McMullin,0.0,IN
P60006111,REP,Cruz,0.0,AA
P80003478,REP,Huckabee,0.0,WV
P60008885,DEM,Webb,0.0,WI
P20002721,REP,Santorum,0.0,SD
P80003478,REP,Huckabee,0.0,DE
P60008885,DEM,Webb,0.0,DE
P20003984,GRE,Stein,0.0,MS
P80001571,REP,Trump,0.0,MP
P60007572,REP,Pataki,0.0,MO
P60007697,REP,Graham,0.0,XX
P60009685,DEM,Lessig,0.0,SD
P60008398,REP,Jindal,0.0,NH
P60009685,DEM,Lessig,0.0,AZ
P60007242,REP,Fiorina,0.0,XX
P60007572,REP,Pataki,0.0,OH
P60007697,REP,Graham,0.0,UT
P60008885,DEM,Webb,0.0,ID
P60007168,DEM,Sanders,0.0,ON
P60022654,IND,McMullin,0.0,WY
P60009685,DEM,Lessig,0.0,LA
P60003670,REP,Kasich,0.0,PR
P80003478,REP,Huckabee,0.0,HI
P60008059,REP,Bush,0.0,AP
P60007242,REP,Fiorina,0.0,AP
P60008885,DEM,Webb,0.0,OK
P60007697,REP,Graham,0.0,HI
P60009685,DEM,Lessig,0.0,ME
P80003478,REP,Huckabee,0.0,ND
P60022654,IND,McMullin,0.0,VT
P20003984,GRE,Stein,0.0,WV
P20002721,REP,Santorum,0.0,ID
P60007671,DEM,O'Malley,0.0,VT
P60008885,DEM,Webb,0.0,IN
P60008398,REP,Jindal,0.0,TN
P60008398,REP,Jindal,0.0,ID
P20002721,REP,Santorum,0.0,MS
P60022654,IND,McMullin,0.0,NH
P80003379,REP,Gilmore,0.0,TN
P00000002,DEM,Democrats,0.0,SI
P60007168,DEM,Sanders,0.0,SI
P60007671,DEM,O'Malley,0.0,WV
P20002721,REP,Santorum,0.0,KY
P80003379,REP,Gilmore,0.0,MS
P60007572,REP,Pataki,0.0,TN
P60009685,DEM,Lessig,0.0,AL
P60007697,REP,Graham,0.0,MT
P60005915,REP,Carson,0.0,IS
P20002721,REP,Santorum,0.0,MT
P20003281,REP,Perry,0.0,MT
P20003281,REP,Perry,0.0,IL
P60007572,REP,Pataki,0.0,IA
P20002721,REP,Santorum,0.0,AR
P20003281,REP,Perry,0.0,NH
P60009685,DEM,Lessig,0.0,NE
P80003379,REP,Gilmore,0.0,CO
P60007242,REP,Fiorina,0.0,VI
P60007697,REP,Graham,0.0,ND
P20003281,REP,Perry,0.0,IA
P60008885,DEM,Webb,0.0,RI
P60007697,REP,Graham,0.0,WI
P20002721,REP,Santorum,0.0,WI
P60007168,DEM,Sanders,0.0,NS
P60006723,REP,Rubio,0.0,IS
P00000003,REP,Republicans,0.0,BR
P60005915,REP,Carson,0.0,BR
P80003478,REP,Huckabee,0.0,ME
P00000001,,All candidates,0.0,BR
P20003984,GRE,Stein,0.0,SD
P60009685,DEM,Lessig,0.0,IA
P00000003,REP,Republicans,0.0,UK
P60005915,REP,Carson,0.0,UK
P20003281,REP,Perry,0.0,SC
P00000001,,All candidates,0.0,UK
P60009685,DEM,Lessig,0.0,KY
P60007671,DEM,O'Malley,0.0,MT
P20003281,REP,Perry,0.0,MA
P60008059,REP,Bush,0.0,AE
P60008885,DEM,Webb,0.0,AP
P60009685,DEM,Lessig,0.0,WY
P60007572,REP,Pataki,0.0,NM
P80003379,REP,Gilmore,0.0,RI
P00000002,DEM,Democrats,0.0,SO
P20003281,REP,Perry,0.0,VA
P00003392,DEM,Clinton,0.0,SO
P00000001,,All candidates,0.0,SO
P80001571,REP,Trump,0.0,AA
P00000002,DEM,Democrats,0.0,NL
P60022654,IND,McMullin,0.0,WV
P00000001,,All candidates,0.0,NL
P60008885,DEM,Webb,0.0,AL
P60007572,REP,Pataki,0.0,PA
P20002721,REP,Santorum,0.0,OK
P60009685,DEM,Lessig,0.0,UT
P00000001,,All candidates,0.0,MB
P00000002,DEM,Democrats,0.0,MB
P80003379,REP,Gilmore,0.0,AR
P20003281,REP,Perry,0.0,NM
P20003281,REP,Perry,0.0,AL
P60022654,IND,McMullin,0.0,CT
P60007697,REP,Graham,0.0,NM
P20002721,REP,Santorum,0.0,AE
P60009685,DEM,Lessig,0.0,ID
P20003281,REP,Perry,0.0,WY
P40003576,REP,Paul,0.0,AA
P20002721,REP,Santorum,0.0,DE
P00000001,,All candidates,0.0,SW
P00000003,REP,Republicans,0.0,SW
P60005915,REP,Carson,0.0,SW
P20003984,GRE,Stein,0.0,PR
P00000001,,All candidates,0.0,GE
P60007671,DEM,O'Malley,0.0,GE
P00000002,DEM,Democrats,0.0,GE
P00003392,DEM,Clinton,0.0,W.
P00000001,,All candidates,0.0,W.
P00000002,DEM,Democrats,0.0,W.
P60007697,REP,Graham,0.0,VT
P60007572,REP,Pataki,0.0,MI
P60008521,REP,Christie,0.0,SD
P60008398,REP,Jindal,0.0,SD
P80003379,REP,Gilmore,0.0,FL
P60007671,DEM,O'Malley,0.0,ID
P60007168,DEM,Sanders,0.0,MB
P60007572,REP,Pataki,0.0,CO
P60006723,REP,Rubio,0.0,AM
P60008885,DEM,Webb,0.0,MT
P00000001,,All candidates,0.0,AM
P20003984,GRE,Stein,0.0,ND
P60007168,DEM,Sanders,0.0,NL
P00000003,REP,Republicans,0.0,AM
P60008398,REP,Jindal,0.0,NM
P00000003,REP,Republicans,0.0,EN
P00000001,,All candidates,0.0,LE
P60005915,REP,Carson,0.0,LE
P00000003,REP,Republicans,0.0,LE
P60007697,REP,Graham,0.0,AP
P00000003,REP,Republicans,0.0,ON
P60022654,IND,McMullin,0.0,SD
P60008521,REP,Christie,0.0,HI
P20003984,GRE,Stein,0.0,AP
P20002721,REP,Santorum,0.0,OR
P00000001,,All candidates,0.0,EN
P00000001,,All candidates,0.0,JA
P60022654,IND,McMullin,0.0,AP
P20003281,REP,Perry,0.0,AZ
P60006723,REP,Rubio,0.0,GU
P20003281,REP,Perry,0.0,MI
P60005915,REP,Carson,0.0,AS
P00000001,,All candidates,0.0,BU
P60005915,REP,Carson,0.0,AU
P00000001,,All candidates,0.0,AU
P00000003,REP,Republicans,0.0,AU
P20002721,REP,Santorum,0.0,ND
P80003478,REP,Huckabee,0.0,UT
P00000002,DEM,Democrats,0.0,CH
P00003392,DEM,Clinton,0.0,CH
P00000001,,All candidates,0.0,CH
P00003392,DEM,Clinton,0.0,SK
P00000002,DEM,Democrats,0.0,SK
P00000001,,All candidates,0.0,SK
P40003576,REP,Paul,0.0,VI
P60008398,REP,Jindal,0.0,NE
P60008885,DEM,Webb,0.0,SD
P60022654,IND,McMullin,0.0,DE
P60007671,DEM,O'Malley,0.0,ND
P60006723,REP,Rubio,0.0,AP
P60008521,REP,Christie,0.0,AK
P60007697,REP,Graham,0.0,OR
P00000003,REP,Republicans,0.0,BU
P60006111,REP,Cruz,0.0,BU
P20002671,LIB,Johnson,0.0,PW
P00000001,,All candidates,0.0,PW
P80003478,REP,Huckabee,0.0,DC
P60005915,REP,Carson,0.0,EN
P60008398,REP,Jindal,0.0,OR
P60006111,REP,Cruz,0.0,FF
P60009685,DEM,Lessig,0.0,ND
P00000001,,All candidates,0.0,TO
P00000002,DEM,Democrats,0.0,TO
P00000002,DEM,Democrats,0.0,HE
P60007168,DEM,Sanders,0.0,TO
P20002721,REP,Santorum,0.0,AK
P20003281,REP,Perry,0.0,ME
P80003379,REP,Gilmore,0.0,ZZ
P60006046,REP,Walker,0.0,ZZ
P60007168,DEM,Sanders,0.0,LO
P60007697,REP,Graham,0.0,AK
P60008398,REP,Jindal,0.0,MA
P60009685,DEM,Lessig,0.0,NM
P60009685,DEM,Lessig,0.0,MT
P60007671,DEM,O'Malley,0.0,N.
P00000002,DEM,Democrats,0.0,N.
P60022654,IND,McMullin,0.0,AA
P60007572,REP,Pataki,0.0,OK
P60005915,REP,Carson,0.0,ON
P00000001,,All candidates,0.0,N.
P60008398,REP,Jindal,0.0,NV
P80003478,REP,Huckabee,0.0,NH
P20003281,REP,Perry,0.0,NV
P20003984,GRE,Stein,0.0,GU
P60009685,DEM,Lessig,0.0,AR
P00003392,DEM,Clinton,0.0,HE
P00000001,,All candidates,0.0,HE
P60008398,REP,Jindal,0.0,KS
P60007572,REP,Pataki,0.0,RI
P60022654,IND,McMullin,0.0,AE
P60006046,REP,Walker,0.0,AE
P60008398,REP,Jindal,0.0,UT
P00000002,DEM,Democrats,0.0,JA
P60007572,REP,Pataki,0.0,VT
P20003281,REP,Perry,0.0,VT
P60008885,DEM,Webb,0.0,VT
P00003392,DEM,Clinton,0.0,JA
P60006111,REP,Cruz,0.0,AS
P60005915,REP,Carson,0.0,MP
P60007242,REP,Fiorina,0.0,EN
P40003576,REP,Paul,0.0,GU
P00000001,,All candidates,0.0,TE
P60008885,DEM,Webb,0.0,LA
P60006111,REP,Cruz,0.0,TE
P40003576,REP,Paul,0.0,ZZ
P00000003,REP,Republicans,0.0,TE
P20003281,REP,Perry,0.0,NE
P00000003,REP,Republicans,0.0,U*
P60005915,REP,Carson,0.0,U*
P00000001,,All candidates,0.0,U*
P00000001,,All candidates,0.0,SA
P00000003,REP,Republicans,0.0,SA
P60006111,REP,Cruz,0.0,SA
P60006723,REP,Rubio,0.0,ON
P00000001,,All candidates,0.0,20
P60006723,REP,Rubio,0.0,20
P00000003,REP,Republicans,0.0,20
P20002721,REP,Santorum,0.0,GU
P00003392,DEM,Clinton,0.0,NL
P60006046,REP,Walker,0.0,PR
P60007671,DEM,O'Malley,0.0,BU
P00000003,REP,Republicans,0.0,JA
P60005915,REP,Carson,0.0,JA
P60007697,REP,Graham,0.0,ME
P80003478,REP,Huckabee,0.0,GU
P00003392,DEM,Clinton,0.0,MB
P00000002,DEM,Democrats,0.0,QB
P20003281,REP,Perry,0.0,UT
P20003281,REP,Perry,0.0,MD
P60007697,REP,Graham,0.0,AE
P80003478,REP,Huckabee,0.0,VT
P00003392,DEM,Clinton,0.0,QB
P00000001,,All candidates,0.0,QB
P00000002,DEM,Democrats,0.0,NB
P00003392,DEM,Clinton,0.0,NB
P00000001,,All candidates,0.0,NB
P60007242,REP,Fiorina,0.0,AE
P60008521,REP,Christie,0.0,AE
P20003281,REP,Perry,0.0,AR
P00000002,DEM,Democrats,0.0,BU
P00000001,,All candidates,0.0,FM
P00000002,DEM,Democrats,0.0,FM
P60007168,DEM,Sanders,0.0,FM
P00000003,REP,Republicans,0.0,PU
P00000003,REP,Republicans,0.0,30
P00000001,,All candidates,0.0,PU
P60006723,REP,Rubio,0.0,30
P00000001,,All candidates,0.0,30
P60006111,REP,Cruz,0.0,PU
P00000003,REP,Republicans,0.0,FR
P60006723,REP,Rubio,0.0,FR
P00000001,,All candidates,0.0,FR
P00003392,DEM,Clinton,0.0,DU
P00000002,DEM,Democrats,0.0,DU
P00000002,DEM,Democrats,0.0,E
P00003392,DEM,Clinton,0.0,E
P00000001,,All candidates,0.0,E
P00003392,DEM,Clinton,0.0,FM
P00003392,DEM,Clinton,0.0,TO
P00000001,,All candidates,0.0,OS
P00003392,DEM,Clinton,0.0,OS
P00000002,DEM,Democrats,0.0,OS
P00000001,,All candidates,0.0,LI
P00000002,DEM,Democrats,0.0,LI
P00003392,DEM,Clinton,0.0,LI
P00003392,DEM,Clinton,0.0,NO
P00000002,DEM,Democrats,0.0,NO
P00000001,,All candidates,0.0,NO
P00003392,DEM,Clinton,0.0,ST
P00000001,,All candidates,0.0,ST
P00000002,DEM,Democrats,0.0,ST
P00003392,DEM,Clinton,0.0,SH
P00000001,,All candidates,0.0,SH
P00000002,DEM,Democrats,0.0,SH
P00000001,,All candidates,0.0,DU
P00003392,DEM,Clinton,0.0,BR
P00000002,DEM,Democrats,0.0,BR
P00003392,DEM,Clinton,0.0,BU
P00000001,,All candidates,0.0,BA
P00003392,DEM,Clinton,0.0,BA
P00000002,DEM,Democrats,0.0,BA
P00000002,DEM,Democrats,0.0,EN
P00003392,DEM,Clinton,0.0,EN
P00000002,DEM,Democrats,0.0,LO
P00003392,DEM,Clinton,0.0,KE
P00000001,,All candidates,0.0,KE
P00000002,DEM,Democrats,0.0,KE
P00003392,DEM,Clinton,0.0,BE
P00000001,,All candidates,0.0,BE
P00000002,DEM,Democrats,0.0,BE
P00003392,DEM,Clinton,0.0,ZU
